NAME,LABEL
hh_s3q16,"Do you have difficulty (with self care) washing all over or dressing, feeding, t"
hh_s3q17,"Using your usual language, do you have difficulty communicating?"
hh_s3q18,ENUMERATOR: Check questions 12 to 17. Did the respondent have any difficulties?
hh_s3q19,"Does this difficulty reduce the amount of work you can do at home, work, or scho"
hh_s3q20,ENUMERATOR: Is this member ages 6-107 months (less tha 9 years old)?
hh_s3q20a,Has [NAME] had diarrhea in the last two weeks?
hh_s3q20b,How much water was [NAME] offered to drink during the diarrhea?
hh_s3q20c_1,Was [NAME] given any of the following to drink:ORAL REHYDRATION SALTS (ORS)
hh_s3q20c_2,Was [NAME] given any of the following to drink:FLUID RECOMMENDED BY HEALTH WORKE
hh_s3q20d,Was [NAME] ever breastfed?
hh_s3q20e,"Since the time of birth, for how many months was [NAME] breastfed?"
hh_s3q20f,"Since the time of birth, for how many months was [NAME]�exclusively�breastfed (w"
hh_s3q21_a,"In what day, month, year was [Name] born? (Day)"
hh_s3q21_b,"In waht day, month, year was [Name] born? (Month)"
hh_s3q21_c,"In what day, month, year was [Name] born? (Year)"
hh_s3q21b,What is the source of information for [NAME] birth Day
hh_s3q22,Weight in Kilograms (KGS)
hh_s3q23,Length or Height (Centimeters)
hh_s3q24,ENUMERATOR: Result of Measurement
hh_s4q00,HH Member ID Code
hh_s4q01,Mark 'X' if member is 7 years old or older
hh_s4q02_a,How many hours did you spend yesterday collecting water?
hh_s4q02_b,How many minutes did you spend yesterday collecting water?
hh_s4q03_a,How many hours did you spend yesterday collecting firewood (or other fuel materi
hh_s4q03_b,How many minutes did you spend yesterday collecting firewood (or other fuel mate
hh_s4q04,How many hours in the last 7 days did you spend on HH agricultural activities?
hh_s4q05,How many hours in the last 7 days did you run or help with any kind of non-agric
hh_s4q06,"How many hours in the last 7 days did you engage in casual, part-tiem, or tempor"
hh_s4q07,"How many hours in the last 7 days did you do any work for a wage, salary, commis"
hh_s4q08,How many hours in the last 7 days did you engage in an unpaid apprenticeship?
hh_s4q09,"In the last 12 months, were you employed for a job, including casual, commision,"
hh_s4q10_a,Describe your main job over the last 12 months? (Description)
hh_s4q10_b,Describe you main job over the last 12 months? (Code)
hh_s4q11_a,Describe what kind of trade or business your main job over the last 12 months is
hh_s4q11_b,Describe what kind of trade or business your main job over the last 12 months is
hh_s4q12,Is your employer for your main occupation over the last 12 months...
hh_s4q13,In how many months over the last 12 months did you work at this job?
hh_s4q14,"During these months, approximately how many weeks per months did you work at thi"
hh_s4q15,"During these weeks, approximately how many hours per week did you work at this j"
hh_s4q16,How much was your last payment for wages/salary? (BIRR)
hh_s4q17,What period of time do each of your salary/wages payments cover?
hh_s4q17a,How was this payment provded to you?
hh_s4q18,"How much do you usually receive in allowances, etc. that were not included in th"
hh_s4q19,Over what period of time are you reporting your allowances and gratuity payments
hh_s4q20,"In the last 12 months, were you employed for a second job, including casual/part"
hh_s4q21_a,Describe your secondary job over the last 12 months? (Description)
hh_s4q21_b,Describe your secondary job over the last 12 months? (Code)
hh_s4q22_a,Describe what kind of trade or business your secondary job over the last 12 mont
hh_s4q22_b,Describe what kind of trade or business your secondary job over the last 12 mont
hh_s4q23,Is your employer for your secondary job over the last 12 months...
hh_s4q24,In how many months over the last 12 months did you work at this job?
hh_s4q25,"During these months, approximately how many weeks per months did you work at thi"
hh_s4q26,"During these weeks, approxiamtely how many hours per week did you work at this j"
hh_s4q27,How much was you last payment for wages/salary? (BIRR)
hh_s4q28,What period of time do each of your salary payments cover?
hh_s4q28a,How was this payment provded to you?
hh_s4q29,How much do you usually receive in allowances etc. not included in the salary yo
hh_s4q30,What period of time do each of your allowances etc. not included in the salary c
hh_s4q31,In the past 12 months have you been employed as temporary labour by the PSNP pro
hh_s4q32,For how many days did you work for the PSNP program in the last 12 months?
hh_s4q33,How much income did you get for those days worked?
hh_s4q34,Did you do any other casual/temp labour work in the last 12 months?
hh_s4q35,For how many days did you do this work in the last 12 months?
hh_s4q36,How much income did you get for those days worked in total?
hh_s4q37,"At any time over the last 12 months, did you work for other households, free of"
hh_s4q38,"Over the last 12 months, for how many households in total did you work as exchan"
hh_s4q00b,HH Member ID Code
hh_s4bq01,IS HOUSEHOLD MEMBER 18 YEARS OR OLDER?
hh_s4bq02,"Do you have a registration or account book at a bank, microfinance institution,"
hh_s4bq03a,At which institution(s) do you currently have a registration or account book? PR
hh_s4bq03b,At which institution(s) do you currently have a registration or account book? PU
hh_s4bq03c,At which institution(s) do you currently have a registration or account book? MI
hh_s4bq03d,At which institution(s) do you currently have a registration or account book? SA
hh_s4bq03e,At which institution(s) do you currently have a registration or account book? OT
hh_s4bq04a,"In the last 12 months, have you used any of the following products or services?"
hh_s4bq04b,"In the last 12 months, have you used any of the following products or services?"
hh_s4bq04c,"In the last 12 months, have you used any of the following products or services?"
hh_s4bq04d,"In the last 12 months, have you used any of the following products or services?"
hh_s4bq05,Do you know where to complain if you have any problems with a financial service
hh_s4bq06,Do you know what to do if your financial institution fails?
hh_s4bq07,"In the last 12 months, have you saved in any way (like equb or savings account)?"
hh_s4bq08,What is the main reason that you saved money?
hh_s4bq08_others,
hh_s4bq09a,"In the past 12 months, did you save in any of the following formal financial ins"
hh_s4bq09b,"In the past 12 months, did you save in any of the following formal financial ins"
hh_s4bq09c,"In the past 12 months, did you save in any of the following formal financial ins"
hh_s4bq09d,"In the past 12 months, did you save in any of the following formal financial ins"
hh_s4bq09e,"In the past 12 months, did you save in any of the following formal financial ins"
hh_s4bq10a,How often do you save in each of the following formal financial institutions? PR
hh_s4bq10b,How often do you save in each of the following formal financial institutions? P
hh_s4bq10c,How often do you save in each of the following formal financial institutions? MI
hh_s4bq10d,How often do you save in each of the following formal financial institutions? SA
hh_s4bq10e,How often do you save in each of the following formal financial institutions? OT
hh_s4bq11a,"In the last 12 months, did you informally save in cash in any of the following w"
hh_s4bq11b,"In the last 12 months, did you informally save in cash in any of the following w"
hh_s4bq11c,"In the last 12 months, did you informally save in cash in any of the following w"
hh_s4bq11d,"In the last 12 months, did you informally save in cash in any of the following w"
hh_s4bq11e,"In the last 12 months, did you informally save in cash in any of the following w"
hh_s4bq12a,How often do you save through each of the following informal methods? HOME (CAS
hh_s4bq12b,How often do you save through each of the following informal methods? FRIENDS/F
hh_s4bq12c,How often do you save through each of the following informal methods? ASSOCIATI
hh_s4bq12d,How often do you save through each of the following informal methods? EQUB
hh_s4bq12e,How often do you save through each of the following informal methods? OTHERS SP
hh_s4bq13,"On average, how often would you be able to save 600 Birr?"
hh_s4bq14_a,Why doesn't [NAME] own an account for things like saving or transferring money?
hh_s4bq14a_others,
hh_s4bq14_b,Why doesn't [NAME] own an account for things like saving or transferring money?
hh_s4bq14b_others,
hh_s4bq14_c,Why doesn't [NAME] own an account for things like saving or transferring money?
hh_s4bq14c_others,
hh_s4bq15,Insurance is when you pay small amounts of money over time to an insurance provi
hh_s4q16a,"In the last 12 months, how did you insure yourself? PRIVAT INSURANCE COMPANIES ("
hh_s4q16b,"In the last 12 months, how did you insure yourself? PUBLIC INSURANCE COMPANIES ("
hh_s4q16c,"In the last 12 months, how did you insure yourself? EMPLOYER"
hh_s4q16d,"In the last 12 months, how did you insure yourself? MICROFINANCE INSTITUTION"
hh_s4q16e,"In the last 12 months, how did you insure yourself? OTHER FORMAL FINANCIAL INSTI"
hh_s4bq17a,Why don't you use formal insurance services? First reason
hh_s4bq17a_others,
hh_s4bq17b,Why don't you use formal insurance services? Second reason
hh_s4bq17b_others,
hh_s4bq17c,Why don't you use formal insurance services? Third reason
hh_s4bq17c_others,
hh_s4bq18,"In the past 12 months, were you a member of Iddir?"
hh_s4bq19a,Are you familiar with any of the following terms before this study (today): AGEN
hh_s4bq19b,Are you familiar with any of the following terms before this study (today): ATM
hh_s4bq19c,Are you familiar with any of the following terms before this study (today): MOBI
hh_s4bq19d,Are you familiar with any of the following terms before this study (today): COLL
hh_s4bq19e,Are you familiar with any of the following terms before this study (today): INTE
hh_s4bq20,"Would you prefer to save money at a formal financial institution, through inform"
hh_s4bq21,Do you know how to open an account at a formal financial institution (like a ban
hh_s4bq22,Are you worried about being able to cover unexpected expenses?
item_cd,Food ID
hh_s5aq0a,Food Item
hh_s5aq0a_others,Other food items
item_cd_cf,Food ID (FOR MERGING WITH CONVERSION FACTORS)
hh_s5aq01,"Over the past one week, did you or others in your HH consume and [item]?"
hh_s5aq02_a,How much in total did your HH consume in the past week? (Quantity)
hh_s5aq02_b,How much in total did your HH consume in the past week? (Unit)
s5aq02b_others,Other unit code
hh_s5aq03_a,How much came from purchases? (Quantity)
hh_s5aq03_b,How much came from purchases? (Unit)
s5aq03b_others,Other unit code
hh_s5aq04,How much did you spend?
hh_s5aq05_a,How much came from own production? (Quantity)
hh_s5aq05_b,How much came from own production? (Unit)
s5aq05b_others,Other unit code
hh_s5aq06_a,How much came from gifts and other sources? (Quantity)
hh_s5aq06_b,How much came from gifts and other sources? (Unit)
s5aq06b_others,Other unit code
hh_s5bq00,Food ID
hh_s5bq0a,Food Item
hh_s5bq01,"In the past one week (7 days), did you or anyone in your household consume ann ["
hh_s5bq02,"Over the past one week, how many days did you or others in your household consum"
hh_s5cq03,"Over the past 1 week, did any people that you did not list as HH members eat any"
hh_s5cq00,Age Group ID
hh_s5cq0a,Age Group
hh_s5cq04,What was the total number of days in which any meal was shared with people [...]
hh_s5cq05,What was the total number of meals that were shared over the past 7 days with [.
hh_s5cq0b,Meal(Food/Drink) ID
hh_s5cq0c,Meal(Food/Drink) group
hh_s5cq06,"In the past 7 days, did members of this household consume any of the following m"
hh_s5cq07,"How much did you or other household members pay, in total in the last 7 days for"
hh_s6aq00,Item Code
hh_s6aq0a,Item
hh_s6aq01,"Over the past 1 month, did your HH purchase or pay for any [item]?"
hh_s6aq02,How much did your household pay in total? (BIRR)
hh_s8q00,Shock Code
hh_s8q0a,Shock Description
hh_s8q01,"During the last 12 months, was your HH affected negatively by [shock]?"
hh_s8q02,Rank the 3 most significant shocks you experienced.
hh_s8q03_a,"As a result of this shock, did your: (Income)"
hh_s8q03_b,"As a result of this shock, did your: (Assets)"
hh_s8q03_c,"As a result of this shock, did your: (Food Prodction)"
hh_s8q03_d,"As a result of this shock, did your: (Food Stocks)"
hh_s8q03_e,"As a result of this shock, did your: (Food Purchases)"
hh_s8q04_a,What did your HH do in response to this shock to try to regain your former welfa
hh_s8q04_b,What did your HH do in response to this shock to try to regain your former welfa
hh_s8q04_c,What did your HH do in response to this shock to try to regain your former welfa
hh_s8q05,"During the last 12 months, how many times did [shock] occur?"
hh_s8q06,"During the last 2 years, how many times did [shock] occur?"
hh_s9q02_a,How long has this household been living in this dwelling? (Years)
hh_s9q02_b,How long has this household been living in this dwelling? (Months)
hh_s9q03,On what basis does the household occupy the dwelling?
hh_s9q04,"How many rooms (excluding the kitchen, toilet and bathroom) does the household o"
hh_s9q05,The walls of the main dwelling are predominantly made of what material?
hh_s9q06,The roof of the main dwelling is predominantly made of what material?
hh_s9q07,The floor of the main dwelling is predominantly made of what material?
hh_s9q08,What type of kitchen does the household use?
hh_s9q09,What is the primary type of oven (Mitad) used for baking Injera/bread?
hh_s9q10,What type of toilet facilities does the household use?
hh_s9q10b,Is this toilet facility shared with other households?
hh_s9q10c,Is there a place in your dwelling or yard/plot where household members can wash
hh_s9q10d,"At this moment, is there water available at this hand washing location?"
hh_s9q10e,"At this moment, do you have any soap, detergent, ash, mud, or sand available for"
hh_s9q12,What type of solid waste disposal facilities does the household use?
hh_s9q13,What is the main source of drinking water in the rainy season?
hh_s9q13_b,Where is the source located?
hh_s9q13_c,How much time does it take you to get to the source of water indicated in Q13? (
hh_s9q13_d,Out of which time spent for waiting.? (in minutes)
hh_s9q13_e,"In the dry season, is your household's main source of drinking water different t"
hh_s9q14,What is the main source of drinking water in the dry season?
hh_s9q14_b,Where is the source located?
hh_s9q14_c,How much time does it take you to get to the source of water indicated in Q14? (
hh_s9q14_d,Out of which time spent for waiting. (in minutes)
hh_s9q15_a,"On average, how much does the household spend on water each month?"
hh_s9q16_a,Do you do anything to the water to make it safer to drink?
hh_s9q16_b,What do you do to make the water safe for drinking?
hh_s9q17,Does any member of the household own another dwelling or house?(EXCLUDING MAID/G
hh_s9q18,"How many dwellings does the household own in total, including other houses owned"
hh_s9q19_a,What is the main Source of light for the household?
hh_s9q19_c,"On average, how much does the household spend on electricty each month?"
hh_s9q20_a,How many time did the household face electric power failure/interruption lasting
hh_s9q20_b,"In the last week, how many hours were you without electricity power?"
hh_s9q21,What is the main source of cooking fuel?
hh_s9q22,Does any member of your household own a cell phone or landline phone?
hh_s9q23,"On average, how much does your household spend on cell phone/landline utilizatio"
hh_s10q00,Item Code
hh_s10q0a,Item Description
hh_s10q01,How many of this [item] does your household own?
hh_s10q02_a,Who in the housheold owns the [item]? (HH ID Code #1)
hh_s10q02_b,Who in the household owns the [item]? (HH ID Code #2)
hh_s11aq01,"Over the past 12 months, has anyone in this HH (owned a non-agriculture business"
hh_s11aq02,"Over the past 12 months, has anyone in this HH (processed and sold any agricultu"
hh_s11aq03,"Over the past 12 months, has anyone in this HH (owned a trading business on a st"
hh_s11aq04,"Over the past 12 months, has anyone in this HH (offered any services or sold any"
hh_s11aq05,"Over the past 12 months, has anyone in this HH (owned a professional office or o"
hh_s11aq06,"Over the past 12 months, has anyone in this HH (driven a household-owned taxi or"
hh_s11aq07,"Over the past 12 months, has anyone in this HH (owned a bar or restaurant)?"
hh_s11aq08,"Over the past 12 months, has anyone in this HH (owned any other non-agricultural"
hh_s11aq08b,ENUMERATOR: DID THE HOUSEHOLD HAVE A NON-FARM ENTERPRISE IN WAVE 1?
hh_s11aq09,ENUMERATOR: Is there a '1' for any of the questions 1 - 8?
hh_s11bq00,Enterprise ID
hh_s11bq01_a,Enterprise Description
hh_s11bq01_b,Enterprise Code (Primary)
hh_s11bq01_c,Enterprise Code (Secondary)
hh_s11bq01a,Is this a new enterprise (Did not exist in 2006)?
hh_s11bq01b,Is this enterprise still operating (for the last 12 months)?
hh_s11bq01c,Why is this enterprise no longer operating (for the last 12 months)?
hh_s11bq02,Where does this enterprise operate primarily?
hh_s11bq03_a,Who owns/owned this enterprise in the household? (1st Owner HH ID Code)
hh_s11bq03_b,Who owns/owned this enterprise in the household? (2nd Owner HH ID Code)
hh_s11bq03b,Is the owner of this enterprise providing the responses to these questions?
hh_s11bq03c,Who from the household is providing the responses to these questions?
hh_s11bq03d_1,Who in the household makes decisions regarding the earnings from this enterprise
hh_s11bq03d_2,Who in the household makes decisions regarding the earnings from this enterprise
hh_s11bq04_a,What were the two main sources of start-up capital for this enterprise? (Primary
hh_s11bq04_b,What were the two main sources of start-up capital for this enterprise? (Seconda
hh_s11bq04b,"In the last 12 months, did you try to get credit for this enterprise from banks"
hh_s11bq04c,Did you eventually get the credit from the banks OR other formal financial agenc
hh_s11bq04d,"In the last 12 months, did you use any credit to operate this enterprise ?"
hh_s11bq04e_1,"In the last 12 months, what was the source of credit that has been used to opera"
hh_s11bq04e_2,"In the last 12 months, what was the source of credit that has been used to opera"
hh_s11bq04f,"In the last 12 months, how much have you borrowed for this enterprise?"
hh_s11bq04g,"In the last 12 months, did the enterprise have any loans that it was repaying (i"
hh_s11bq04h,"In the last 12 months, what is the amount repaid on loans for the enterprise?"
hh_s11bq05_a,When did this enterprise start operating? (Month)
hh_s11bq05_b,When did this enterprise start operating? (Year)
hh_s11bq06_a,To whom does/did this enterprise mostly sell its products? (Response #1)
hh_s11bq06_b,To whom does/did this enterprise mostly sell its products? (Response #2)
hh_s11bq07,Are the activities of this enterprise seasonal?
hh_s11bq08_a,"During the last 12 months, in which months was enterprise activity highest? (Mon"
hh_s11bq08_b,"During the last 12 months, in which months was enterprise activity highest? (Mon"
hh_s11bq08_c,"During the last 12 months, in which months was enterprise activity highest? (Mon"
hh_s11bq09,"During the last 12 months of operating, how many months was this enterprise acti"
hh_s11bq10,"In those months when operating, how many days per month did the enterprise opera"
hh_s11bq11,How many hired workers did this enterprise employ?
hh_s11bq12_a,Which HH members worked in this enterprise in the last 12 months? (Roster ID #1)
hh_s11bq12_b,Which HH members worked in this enterprise in the last 12 months? (Roster ID #2)
hh_s11bq12_c,Which HH members worked in this enterprise in the last 12 months? (Roster ID #3)
hh_s11bq12_d,Which HH members worked in this enterprise in the last 12 months? (Roster ID #4)
hh_s11bq12_e,Which HH members worked in this enterprise in the last 12 months? (Roster ID #5)
hh_s11bq12_f,Which HH members worked in this enterprise in the last 12 months? (Roster ID #6)
hh_s11bq13,"During the months the enterprise was operating in the last 12 months, what were"
hh_s11bq14_a,"During the months the enterprise was operating in the last 12 months, what were"
hh_s11bq14_b,"During the months the enterprise was operating in the last 12 months, what were"
hh_s11bq14_c,"During the months the enterprise was operating in the last 12 months, what were"
hh_s11bq14_d,"During the months the enterprise was operating in the last 12 months, what were"
hh_s11bq14_e,"During the months the enterprise was operating in the last 12 months, what were"
hh_s11bq15,"Over the past 12 months, what share of total HH cash income came from this enter"
hh_s11bq16_a,List 3 most important constraints to non-farm business operations and growth? (1
hh_s11bq16_b,List 3 most important constraints to non-farm business operations and growth? (2
hh_s11bq16_c,List 3 most important constraints to non-farm business operations and growth? (3
hh_s11bq17,Does the enterprise have a license?
hh_s11bq18,Is any member of this HH planning to open a non-farm enterprise in the next 12 m
hh_s11bq19_a,List up to 3 primary contraints preventing HH members from opening a non-farm en
hh_s11bq19_b,List up to 3 primary contraints preventing HH members from opening a non-farm en
hh_s11bq19_c,List up to 3 primary contraints preventing HH members from opening a non-farm en
hh_s13q00,Assistance Code
hh_s13q0a,Assistance Description
hh_s13q01,Did you or members of your HH receive any [..] in the past 12 months from gov or
hh_s13q02_a,What is the name of the organization/program who provided this assistance?
hh_s13q02_b,What is the name of the organization/program who provided this assistance? (Code
hh_s13q03,How much cash did your HH receive from this organization in the last 12 months?
hh_s13q03b,How was the cash payment made to your household?
hh_s13q04,What was the value of food the HH received from this organization in the last 12
hh_s13q05,What was the value of any other in-kind assistance received in the last 12 month
hh_s13q06,Was this aid given to the entire HH or given to a specific person?
hh_s13q07_a,Which members of the HH participated in this program? (HH Roster ID #1)
hh_s13q07_b,Which members of the HH participated in this program? (HH Roster ID #2)
hh_s13q07_c,Which members of the HH participated in this program? (HH Roster ID #3)
hh_s14q01,"Over the past 12 months, did anyone in this HH borrow on credit from someone out"
hh_s14q00,Loan ID
hh_s14q02_a,From whom did the HH member borrow over the last 12 months?
hh_s14q02_b,From whom did the HH member borrow over the last 12 months? (Code)
hh_s14q03_a,Which HH member was responsible for the loan/ (HH roster ID Code #1)
hh_s14q03_b,Which HH member was responsible for the loan/ (HH roster ID Code #2)
hh_s14q04,What was the main reason for obtaining the loan?
hh_s14q05_a,When was the loan obtained within the past 12 months? (Month)
hh_s14q05_b,When was the loan obtained within the past 12 months? (Year)
hh_s14q05b,How often did you repay the loan?
hh_s14q06,Has the loan been repaid?
hh_s14q07_a,Approxiamtely when is the loan expected to be paid back? (Month)
hh_s14q07_b,Approximately when is the loan expected to be paid back? (Year)
hh_s14q08_a,How much was paid in the loan when the loan is paid off? (BIRR)
hh_s14q08_b,How much was paid in the interesl when the loan is paid off? (BIRR)
hh_s14q08_c,How much was paid in total when the loan is paid off? (BIRR)
hh_s14q09,"During the last 12 months, did anyone in the HH try to borrow from someone outsi"
hh_s14q10_a,Who turned down this request? (1st)
hh_s14q10_b,Who turned down this request? (2nd)
hh_s14q11,What was the main reason for trying to obtain the loan?
hh_s14q12,Is anyone in the HH awaiting word on a loan that was applied for during the last
hh_s14q13_a,From whom or which institution was the application made for a loan? (1st)
hh_s14q13_b,From whom or which institution was the application made for a loan? (2nd)
hh_s14q14,What was the main reason for trying to obtain the loan?
hh_s14q15,ENUMERATOR: Was the answer to questions 9 and 12 both 'No'?
hh_s14q16_a,Why did no one in the HH attempt to borrow in the last 12 months? (1st)
hh_s14q16_b,Why did no one in the HH attempt to borrow in the last 12 months? (2nd)
sa1q01,Region Code
sa1q02,Zone Code
sa1q03,Woreda Code
sa1q04,Town Code
sa1q05,Subcity Code
sa1q06,Kebele/FA Code
sa1q07,ea
cs1aq8_1,Supervisor name
cs1aq8_3a,Supervisor Date (Day)
cs1aq8_3b,Supervisor Date (Month)
cs1aq8_3c,Supervisor Date (Year)
cs1aq9_1,Coordinator/Statistician name
cs1aq9_3a,Coordinator/Statistician Date (Day)
cs1aq9_3b,Coordinator/Statistician Date (Month)
cs1aq9_3c,Coordinator/Statistician Date (Year)
cs1aq12_1,Data Entry Clerk name
cs1aq12_3a,Data Entry Clerk Date (Day)
cs1aq12_3b,Data Entry Clerk Date (Month)
cs1aq12_3c,Data Entry Clerk Date (Year)
cs1aq14_a,Date of First Interview (Day)
cs1aq14_b,Date of First Interview (Month)
cs1aq14_c,Date of First Interview (Year)
cs1aq15_a,Time of First Interview Start (Hour)
cs1aq15_b,Time of First Interview Start (Minute)
cs1aq16_a,Time of First Interview End (Hour)
cs1aq16_b,Time of First Interview End (Minute)
cs1aq17_a,Branch Office Name
cs1aq17_b,Branch Office Code
sa1q07,EA
cs10a2q01,Item
cs10a2q02,Item Code
item_others,Other Items
cs10a2q03,Unit
cs10a2q03_a,Unit Code
other_unit,Other unit
cs10a2q04,Weight
cs10a2q05,Price
holder_id,Unique Holder Indentifier
household_id,Unique Household Indentifier
saq04,Kebele/FA Code
saq05,EA
saq06,Household ID
pp_saq07,Holder ID
region,Region Name
zone,Zone Name
woreda,Woreda Name
town,Town Name
subcity,Subcity Name
kebele,Kebele/FA Name
pp_saq08,Household Head Name
pp_saq09,Holder Name
pp_saq10,Household Size
pp_saq11,Village Name Where the HH Lives
pp_saq12,Agricultural Smaple Survey
pp_saq13,What is the farm type?
pp_saq13a,What is the holder's education Level
pp_saq14_a,Date of First Interview (Day)
pp_saq14_b,Date of First Interview (Month)
pp_saq14_c,Date of First Interview (Year)
